Lis Penden Filings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connecticut
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town,Jan,,Feb,,Mar,,Qtr 1,,Apr,,May,,Jun,,Qrt 2,,Jul,,Aug,,Sept,,Qtr 3,,Oct,,Nov,,Dec,,Qtr 4,,Total 2008
Lisbon,,2,,0,,2,4,,,6,,1,,4,,11,,3,,1,,0,4,,,5,,1,,0,,6,25
Litchfield,,0,,3,,1,4,,,3,,3,,2,,8,,3,,0,,2,5,,,1,,0,,2,,3,20
Lyme,,0,,0,,1,1,,,0,,1,,0,,1,,0,,1,,0,1,,,1,,1,,0,,2,5
Madison,,5,,2,,3,10,,,4,,2,,4,,10,,11,,4,,1,16,,,3,,1,,3,,7,43
Manchester,,18,,20,,19,57,,,15,,21,,26,,62,,19,,20,,16,55,,,20,,15,,17,,52,226
Mansfield,,2,,0,,4,6,,,4,,2,,3,,9,,2,,4,,4,10,,,0,,1,,0,,1,26
Marlborough,,0,,0,,1,1,,,4,,1,,4,,9,,2,,1,,1,4,,,1,,2,,1,,4,18
Meriden,,31,,24,,48,103,,,36,,28,,39,,103,,39,,40,,46,125,,,38,,51,,41,,130,461
Middlebury,,1,,2,,0,3,,,0,,0,,0,,0,,1,,1,,2,4,,,1,,3,,1,,5,12
Middlefield,,1,,0,,1,2,,,1,,0,,2,,3,,0,,0,,1,1,,,0,,1,,0,,1,7
Middletown,,21,,11,,11,43,,,13,,9,,13,,35,,6,,22,,20,48,,,13,,12,,11,,36,162
Milford,,19,,13,,14,46,,,15,,11,,15,,41,,16,,18,,17,51,,,13,,14,,15,,42,180
Monroe,,7,,4,,5,16,,,6,,4,,9,,19,,5,,4,,11,20,,,5,,4,,8,,17,72
Montville,,5,,2,,6,13,,,8,,8,,5,,21,,6,,8,,6,20,,,8,,7,,5,,20,74
Morris,,0,,1,,0,1,,,0,,1,,1,,2,,0,,2,,1,3,,,2,,1,,0,,3,9
Naugatuck,,10,,13,,26,49,,,10,,12,,17,,39,,11,,8,,22,41,,,16,,26,,25,,67,196
New Britain,,38,,30,,46,114,,,34,,27,,32,,93,,26,,38,,29,93,,,41,,37,,32,,110,410
New Canaan,,2,,1,,2,5,,,2,,5,,4,,11,,2,,2,,1,5,,,1,,2,,4,,7,28
New Fairfield,,4,,2,,3,9,,,2,,6,,5,,13,,4,,7,,6,17,,,3,,5,,5,,13,52
New Hartford,,2,,0,,3,5,,,2,,3,,1,,6,,2,,1,,1,4,,,3,,4,,3,,10,25
New Haven,,62,,57,,77,196,,,70,,44,,72,,186,,42,,64,,49,155,,,46,,82,,49,,177,714
New London,,13,,2,,24,39,,,12,,15,,14,,41,,9,,15,,17,41,,,12,,14,,11,,37,158
New Milford,,5,,10,,23,38,,,13,,17,,15,,45,,16,,19,,14,49,,,15,,22,,19,,56,188
Newington,,8,,11,,8,27,,,8,,9,,15,,32,,8,,13,,8,29,,,6,,10,,14,,30,118
Newtown,,3,,3,,7,13,,,9,,5,,7,,21,,9,,6,,8,23,,,4,,8,,6,,18,75
Norfolk,,0,,0,,1,1,,,1,,0,,0,,1,,1,,2,,0,3,,,0,,0,,1,,1,6
North Branford,,0,,7,,6,13,,,2,,6,,11,,19,,2,,7,,4,13,,,3,,2,,5,,10,55
North Canaan,,1,,0,,4,5,,,1,,1,,3,,5,,0,,0,,1,1,,,0,,2,,1,,3,14
North Haven,,2,,4,,7,13,,,9,,11,,7,,27,,7,,7,,3,17,,,11,,8,,7,,26,83
North Stonington,,0,,3,,3,6,,,1,,3,,4,,8,,2,,0,,2,4,,,0,,2,,3,,5,23
Lis Penden Filings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connecticut
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town,Jan,,Feb,,Mar,,Qtr 1,,Apr,,May,,Jun,,Qrt 2,,Jul,,Aug,,Sept,,Qtr 3,,Oct,,Nov,,Dec,,Qtr 4,,Total 2008
Norwalk,,25,,16,,35,76,,,26,,34,,32,,92,,36,,33,,22,91,,,22,,43,,34,,99,358
Norwich,,15,,12,,19,46,,,20,,9,,20,,49,,27,,34,,18,79,,,20,,23,,23,,66,240
Old Lyme,,1,,0,,2,3,,,2,,1,,3,,6,,0,,0,,0,0,,,2,,0,,3,,5,14
Old Saybrook,,4,,0,,4,8,,,1,,2,,1,,4,,2,,4,,4,10,,,1,,2,,1,,4,26
Orange,,2,,1,,4,7,,,3,,1,,5,,9,,1,,2,,2,5,,,2,,2,,1,,5,26
Oxford,,3,,0,,5,8,,,4,,5,,5,,14,,4,,3,,3,10,,,2,,1,,3,,6,38
Plainfield,,11,,16,,8,35,,,14,,10,,11,,35,,11,,13,,7,31,,,8,,6,,7,,21,122
Plainville,,9,,3,,7,19,,,5,,4,,7,,16,,3,,3,,6,12,,,10,,8,,9,,27,74
Plymouth,,1,,9,,5,15,,,7,,8,,6,,21,,4,,3,,3,10,,,4,,8,,7,,19,65
Pomfret,,1,,0,,3,4,,,1,,3,,1,,5,,1,,1,,2,4,,,1,,1,,2,,4,17
Portland,,2,,1,,2,5,,,3,,1,,2,,6,,0,,4,,3,7,,,0,,2,,2,,4,22
Preston,,1,,2,,4,7,,,1,,2,,3,,6,,0,,5,,0,5,,,0,,2,,2,,4,22
Prospect,,1,,0,,8,9,,,3,,1,,4,,8,,0,,4,,2,6,,,0,,6,,3,,9,32
Putnam,,7,,3,,2,12,,,7,,3,,11,,21,,0,,5,,5,10,,,3,,6,,2,,11,54
Redding,,2,,3,,1,6,,,1,,4,,2,,7,,2,,3,,4,9,,,0,,7,,1,,8,30
Ridgefield,,3,,2,,8,13,,,3,,3,,3,,9,,3,,4,,1,8,,,1,,5,,6,,12,42
Rocky Hill,,3,,3,,2,8,,,3,,1,,2,,6,,4,,5,,2,11,,,5,,3,,6,,14,39
Roxbury,,0,,0,,0,0,,,1,,0,,0,,1,,0,,0,,1,1,,,0,,3,,1,,4,6
Salem,,0,,1,,0,1,,,2,,1,,1,,4,,1,,1,,3,5,,,3,,2,,1,,6,16
Salisbury,,1,,0,,0,1,,,0,,0,,3,,3,,0,,0,,1,1,,,0,,1,,0,,1,6
Scotland,,1,,0,,1,2,,,0,,1,,1,,2,,1,,3,,0,4,,,0,,0,,0,,0,8
Seymour,,1,,8,,2,11,,,12,,3,,4,,19,,3,,8,,1,12,,,3,,10,,11,,24,66
Sharon,,1,,0,,0,1,,,1,,0,,1,,2,,0,,2,,0,2,,,0,,1,,0,,1,6
Shelton,,7,,10,,14,31,,,6,,3,,17,,26,,11,,9,,10,30,,,9,,9,,13,,31,118
Sherman,,2,,0,,4,6,,,1,,1,,0,,2,,0,,2,,1,3,,,0,,3,,1,,4,15
Simsbury,,8,,6,,6,20,,,1,,1,,4,,6,,4,,9,,10,23,,,3,,4,,4,,11,60
Somers,,3,,1,,0,4,,,0,,0,,3,,3,,1,,2,,2,5,,,0,,3,,1,,4,16
South Windsor,,0,,3,,8,11,,,4,,9,,3,,16,,4,,5,,4,13,,,6,,9,,6,,21,61
Southbury,,5,,4,,5,14,,,3,,1,,4,,8,,4,,2,,4,10,,,0,,0,,7,,7,39
Southington,,7,,10,,9,26,,,8,,5,,7,,20,,5,,11,,13,29,,,8,,5,,11,,24,99
Sprague,,0,,3,,1,4,,,1,,1,,0,,2,,0,,1,,0,1,,,0,,1,,2,,3,10
Stafford,,2,,7,,6,15,,,5,,4,,4,,13,,3,,8,,4,15,,,1,,8,,5,,14,57
Stamford,,31,,30,,39,100,,,30,,27,,23,,80,,41,,39,,30,110,,,44,,43,,37,,124,414
Sterling,,1,,3,,0,4,,,1,,0,,6,,7,,0,,4,,2,6,,,4,,3,,2,,9,26
Lis Penden Filings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connecticut
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town,Jan,,Feb,,Mar,,Qtr 1,,Apr,,May,,Jun,,Qrt 2,,Jul,,Aug,,Sept,,Qtr 3,,Oct,,Nov,,Dec,,Qtr 4,,Total 2008
Stonington,3,,,3,3,,9,,2,,1,,3,,6,,0,,4,,5,,9,,,1,6,,7,,14,,38
Stratford,18,,,16,32,,66,,22,,22,,32,,76,,21,,31,,22,,74,,,25,30,,33,,88,,304
Suffield,1,,,0,4,,5,,6,,4,,1,,11,,2,,4,,3,,9,,,0,3,,1,,4,,29
Thomaston,2,,,3,1,,6,,3,,0,,2,,5,,5,,4,,4,,13,,,0,3,,4,,7,,31
Thompson,8,,,6,5,,19,,2,,3,,9,,14,,4,,7,,6,,17,,,6,2,,3,,11,,61
Tolland,1,,,9,2,,12,,2,,3,,6,,11,,3,,5,,1,,9,,,0,4,,2,,6,,38
Torrington,22,,,10,17,,49,,19,,16,,17,,52,,10,,22,,15,,47,,,19,18,,19,,56,,204
Trumbull,8,,,8,10,,26,,8,,8,,9,,25,,10,,10,,10,,30,,,10,10,,13,,33,,114
Union,0,,,0,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,,0,0,,0,,0,,1
Vernon,5,,,11,7,,23,,13,,4,,7,,24,,10,,10,,13,,33,,,6,4,,8,,18,,98
Voluntown,1,,,2,3,,6,,0,,0,,4,,4,,0,,3,,3,,6,,,0,1,,1,,2,,18
Wallingford,11,,,7,14,,32,,13,,9,,6,,28,,8,,11,,6,,25,,,14,10,,13,,37,,122
Warren,1,,,0,1,,2,,1,,0,,1,,2,,0,,0,,0,,0,,,0,0,,0,,0,,4
Washington,1,,,2,0,,3,,3,,1,,0,,4,,0,,0,,0,,0,,,0,0,,1,,1,,8
Waterbury,89,,,44,74,,207,,53,,74,,94,,221,,64,,74,,71,,209,,,52,65,,82,,199,,836
Waterford,2,,,0,10,,12,,4,,3,,4,,11,,9,,8,,6,,23,,,4,4,,6,,14,,60
Watertown,2,,,8,4,,14,,5,,3,,7,,15,,13,,7,,4,,24,,,7,8,,3,,18,,71
West Hartford,13,,,10,12,,35,,13,,12,,8,,33,,9,,10,,18,,37,,,11,16,,6,,33,,138
West Haven,37,,,23,32,,92,,42,,12,,39,,93,,50,,23,,19,,92,,,20,55,,28,,103,,380
Westbrook,3,,,1,3,,7,,2,,3,,2,,7,,1,,1,,3,,5,,,2,1,,2,,5,,24
Weston,1,,,1,4,,6,,4,,0,,2,,6,,5,,7,,2,,14,,,3,2,,3,,8,,34
Westport,3,,,1,6,,10,,5,,3,,1,,9,,5,,4,,4,,13,,,3,4,,4,,11,,43
Wethersfield,8,,,2,5,,15,,4,,5,,5,,14,,4,,5,,6,,15,,,3,7,,4,,14,,58
Willington,2,,,0,3,,5,,1,,0,,3,,4,,1,,0,,0,,1,,,2,0,,4,,6,,16
Wilton,3,,,3,3,,9,,2,,2,,3,,7,,3,,2,,3,,8,,,1,2,,0,,3,,27
Winchester,1,,,6,5,,12,,2,,3,,2,,7,,3,,3,,5,,11,,,6,5,,5,,16,,46
Windham,3,,,7,20,,30,,9,,10,,9,,28,,8,,4,,5,,17,,,8,3,,6,,17,,92
Windsor,4,,,11,14,,29,,14,,8,,15,,37,,10,,15,,12,,37,,,18,20,,27,,65,,168
Windsor Locks,2,,,0,0,,2,,6,,4,,8,,18,,0,,6,,6,,12,,,4,8,,4,,16,,48
Wolcott,5,,,4,10,,19,,5,,6,,4,,15,,7,,6,,6,,19,,,6,10,,9,,25,,78
Woodbridge,1,,,2,2,,5,,1,,2,,1,,4,,0,,3,,3,,6,,,1,4,,6,,11,,26
Woodbury,1,,,2,2,,5,,3,,2,,2,,7,,4,,3,,2,,9,,,3,3,,1,,7,,28
Woodstock,0,,,3,6,,9,,0,,1,,3,,4,,2,,3,,4,,9,,,2,5,,8,,15,,37
,1049,,,950,1491,,3490,,1206,,1038,,1281,,3525,,1092,,1461,,1208,,3761,,,974,1481,,1398,,3853,,14629
Foreclosure Deed Filings,,,,,,,,,,,,,,,,Connecticut,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town,Jan,Feb,Mar,Qtr 1,Apr,May,Jun,Qtr 2,Jul,Aug,Sep,Qtr 3,Oct,Nov,Dec,Qtr 4 Total 2008,,,,,,,,,,,,,,,,,
Andover,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0 2,,,,,,,,,,,,,,,,,
Ansonia,0,3,1,4,2,0,7,9,2,4,3,9,4,4,0,8 30,,,,,,,,,,,,,,,,,
Ashford,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0 3,,,,,,,,,,,,,,,,,
Avon,1,1,0,2,0,1,0,1,1,2,3,6,0,0,1,1 10,,,,,,,,,,,,,,,,,
Barkhamsted,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1 2,,,,,,,,,,,,,,,,,
Beacon Falls,0,1,0,1,1,0,0,1,1,3,0,4,3,0,0,3 9,,,,,,,,,,,,,,,,,
Berlin,2,0,0,2,1,0,0,1,1,1,0,2,4,1,4,9 14,,,,,,,,,,,,,,,,,
Bethany,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0 1,,,,,,,,,,,,,,,,,
Bethel,0,1,2,3,0,3,0,3,3,5,0,8,5,2,1,8 22,,,,,,,,,,,,,,,,,
Bethlehem,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0 1,,,,,,,,,,,,,,,,,
Bloomfield,0,5,6,11,6,1,4,11,8,3,0,11,7,6,3,16 49,,,,,,,,,,,,,,,,,
Bolton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1 1,,,,,,,,,,,,,,,,,
Bozrah,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2 3,,,,,,,,,,,,,,,,,
Branford,1,3,1,5,1,4,1,6,0,2,1,3,0,2,5,7 21,,,,,,,,,,,,,,,,,
Bridgeport,0,50,24,74,54,18,6,78,27,49,68,144,31,38,47,116 412,,,,,,,,,,,,,,,,,
Bridgewater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 0,,,,,,,,,,,,,,,,,
Bristol,3,10,11,24,7,8,4,19,12,5,6,23,16,8,7,31 97,,,,,,,,,,,,,,,,,
Brookfield,1,1,0,2,0,0,0,0,1,2,4,7,2,0,1,3 12,,,,,,,,,,,,,,,,,
Brooklyn,0,1,0,1,2,1,2,5,1,2,1,4,1,3,4,8 18,,,,,,,,,,,,,,,,,
Burlington,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0 3,,,,,,,,,,,,,,,,,
Canaan,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0 3,,,,,,,,,,,,,,,,,
Canterbury,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1 3,,,,,,,,,,,,,,,,,
Canton,0,0,1,1,0,0,0,0,3,0,1,4,0,0,0,0 5,,,,,,,,,,,,,,,,,
Chaplin,1,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0 4,,,,,,,,,,,,,,,,,
Cheshire,0,1,3,4,2,1,3,6,2,1,2,5,4,0,1,5 20,,,,,,,,,,,,,,,,,
Chester,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1 2,,,,,,,,,,,,,,,,,
Clinton,0,3,0,3,1,0,1,2,1,1,2,4,0,1,1,2 11,,,,,,,,,,,,,,,,,
Colchester,1,0,1,2,2,0,1,3,2,2,1,5,1,1,0,2 12,,,,,,,,,,,,,,,,,
Colebrook,0,0,1,1,0,0,0,0,1,1,0,2,1,0,0,1 4,,,,,,,,,,,,,,,,,
Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 0,,,,,,,,,,,,,,,,,
Cornwall,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1 2,,,,,,,,,,,,,,,,,
Coventry,0,0,3,3,2,3,1,6,1,4,4,9,0,1,0,1 19,,,,,,,,,,,,,,,,,
Cromwell,0,1,2,3,0,1,1,2,2,3,2,7,3,1,0,4 16,,,,,,,,,,,,,,,,,
Danbury,0,7,2,9,7,8,11,26,8,16,8,32,14,7,14,35 102,,,,,,,,,,,,,,,,,
Darien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4 4,,,,,,,,,,,,,,,,,
Foreclosure Deed Filings,,,,,,,,,,,,,,,,Connecticut,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Town,Jan,Feb,Mar,Qtr 1,Apr,May,Jun,Qtr 2,Jul,Aug,Sep,Qtr 3,Oct,Nov,Dec,Qtr 4 Total 2008,,,,,,,,,,,,,,,,,
Deep River,0,0,1,1,3,0,0,3,0,0,0,0,0,0,0,0 4,,,,,,,,,,,,,,,,,
Derby,0,2,1,3,1,0,0,1,1,2,2,5,1,4,2,7 16,,,,,,,,,,,,,,,,,
Durham,0,3,0,3,0,0,1,1,1,0,0,1,1,1,0,2 7,,,,,,,,,,,,,,,,,
East Granby,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1 3,,,,,,,,,,,,,,,,,
East Haddam,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1 2,,,,,,,,,,,,,,,,,
East Hampton,0,2,2,4,0,0,2,2,0,3,0,3,3,4,0,7 16,,,,,,,,,,,,,,,,,
East Hartford,2,8,7,17,11,9,10,30,14,10,16,40,10,6,17,33 120,,,,,,,,,,,,,,,,,
East Haven,0,5,4,9,2,4,2,8,0,10,7,17,4,9,5,18 52,,,,,,,,,,,,,,,,,
East Lyme,0,0,0,0,0,1,2,3,0,0,0,0,3,0,0,3 6,,,,,,,,,,,,,,,,,
East Windsor,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1 3,,,,,,,,,,,,,,,,,
Eastford,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0 1,,,,,,,,,,,,,,,,,
Easton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 0,,,,,,,,,,,,,,,,,
Ellington,0,0,2,2,1,1,0,2,1,0,1,2,0,1,0,1 7,,,,,,,,,,,,,,,,,
Enfield,0,5,1,6,4,2,3,9,7,9,2,18,14,2,6,22 55,,,,,,,,,,,,,,,,,
Essex,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,0 3,,,,,,,,,,,,,,,,,
Fairfield,0,0,2,2,3,1,3,7,4,3,3,10,3,2,0,5 24,,,,,,,,,,,,,,,,,
